City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Burnie,AU,2022-03-10 11:29:54,-41.0667,145.9167,58.91,76,3,9.04
380,San Jose,US,2022-03-10 11:27:02,37.3394,-121.895,48.92,84,0,1.99
381,Darhan,MN,2022-03-10 11:27:14,49.4867,105.9228,21.76,84,33,1.63
382,Vila Franca Do Campo,PT,2022-03-10 11:29:55,37.7167,-25.4333,63.19,71,94,20.24
383,Sharjah,AE,2022-03-10 11:29:55,25.3573,55.4033,91.69,22,0,12.66
384,Saint Anthony,US,2022-03-10 11:29:56,45.0205,-93.218,8.92,79,0,4.61
385,Manaure,CO,2022-03-10 11:29:56,11.7751,-72.4445,76.24,83,3,10.02
386,Amapa,BR,2022-03-10 11:29:57,1.0,-52.0,71.83,100,100,1.72
387,Hasaki,JP,2022-03-10 11:29:57,35.7333,140.8333,43.2,56,41,5.88
388,Coromandel,BR,2022-03-10 11:29:57,-18.4733,-47.2003,70.27,72,30,4.5
389,Itacoatiara,BR,2022-03-10 11:29:58,-3.1431,-58.4442,72.45,98,100,1.05
390,Mananjary,MG,2022-03-10 11:29:59,-21.2167,48.3333,83.75,70,86,7.78
391,Coahuayana,MX,2022-03-10 11:29:59,18.7333,-103.6833,63.39,77,42,2.89
392,Kendari,ID,2022-03-10 11:29:59,-3.945,122.4989,79.05,83,60,2.75
393,Mokhsogollokh,RU,2022-03-10 11:30:00,61.4681,128.9203,-5.12,100,95,1.54
394,Dunkwa,GH,2022-03-10 11:30:01,5.9656,-1.78,94.35,45,100,3.78
395,Aswan,EG,2022-03-10 11:30:02,24.0934,32.907,81.75,18,18,17.69
396,Husavik,IS,2022-03-10 11:30:03,66.0449,-17.3389,29.14,77,100,9.01
397,Sabha,LY,2022-03-10 11:30:04,27.0377,14.4283,63.16,26,3,12.95
398,Lowestoft,GB,2022-03-10 11:30:06,52.4752,1.7516,59.95,79,18,16.78
399,Monrovia,LR,2022-03-10 11:30:07,6.3005,-10.7969,85.57,71,93,9.57
400,Pinawa,CA,2022-03-10 11:30:08,50.1489,-95.8811,-14.94,99,85,5.28
401,Naryan-Mar,RU,2022-03-10 11:30:09,67.6713,53.087,9.68,91,85,18.14
402,Tautira,PF,2022-03-10 11:30:10,-17.7333,-149.15,79.9,77,80,11.72
403,Yamada,JP,2022-03-10 11:30:11,39.4667,141.95,36.23,79,7,5.41
404,Pangnirtung,CA,2022-03-10 11:30:11,66.1451,-65.7125,-16.29,85,90,4.34
405,Margate,GB,2022-03-10 11:31:12,51.3813,1.3862,54.3,78,46,13.27
406,Makubetsu,JP,2022-03-10 11:31:13,45.3714,141.8211,37.62,80,19,20.78
407,Kruisfontein,ZA,2022-03-10 11:31:13,-34.0033,24.7314,77.88,57,97,13.0
408,Podosinovets,RU,2022-03-10 11:31:14,60.2776,47.0659,18.97,81,100,4.29
409,Klaksvik,FO,2022-03-10 11:31:14,62.2266,-6.589,43.72,80,100,28.21
410,Vangaindrano,MG,2022-03-10 11:31:14,-23.35,47.6,84.06,71,32,8.28
411,Rangapara,IN,2022-03-10 11:31:15,26.8167,92.65,82.44,20,0,2.8
412,Cepu,ID,2022-03-10 11:31:15,-7.1475,111.5906,76.17,93,99,5.1
413,San Andres,CO,2022-03-10 11:31:16,12.5847,-81.7006,80.62,74,20,6.91
414,Raver,IN,2022-03-10 11:31:16,21.25,76.0333,87.24,27,41,11.79
415,Alekseyevsk,RU,2022-03-10 11:31:17,57.8406,108.3492,3.34,97,100,3.74
416,Port Hardy,CA,2022-03-10 11:31:17,50.6996,-127.4199,39.2,93,40,5.75
417,Kununurra,AU,2022-03-10 11:31:18,-15.7667,128.7333,85.98,66,83,0.0
418,Laguna,US,2022-03-10 11:31:18,38.421,-121.4238,53.73,59,0,12.66
419,Lasa,IT,2022-03-10 11:31:18,46.6166,10.7002,49.08,51,0,2.62
420,Puerto Carreno,CO,2022-03-10 11:29:12,6.189,-67.4859,80.58,74,90,5.75
421,Thongwa,MM,2022-03-10 11:31:19,16.7619,96.5278,93.36,56,82,11.88
422,Bangolo,CI,2022-03-10 11:31:19,7.0069,-7.475,100.26,27,70,2.37
423,Cayenne,GF,2022-03-10 11:31:20,4.9333,-52.3333,82.09,56,75,3.0
424,Mudon,MM,2022-03-10 11:31:20,16.2578,97.7164,83.64,69,70,9.53
425,Anadyr,RU,2022-03-10 11:31:21,64.75,177.4833,25.3,58,0,33.55
426,Dingle,PH,2022-03-10 11:31:21,10.9995,122.6711,76.48,93,100,7.81
427,Elko,US,2022-03-10 11:30:18,41.0002,-115.5012,17.62,72,76,10.0
428,Petropavlovsk-Kamchatskiy,RU,2022-03-10 11:31:22,53.0452,158.6483,34.39,55,75,17.9
429,Puerto Santander,CO,2022-03-10 11:31:22,8.3636,-72.4063,76.41,89,34,2.48
430,Amalner,IN,2022-03-10 11:31:23,21.05,75.0667,87.57,30,11,7.7
431,Miri,MY,2022-03-10 11:31:23,4.4148,114.0089,82.54,78,40,3.44
432,Sapa,PH,2022-03-10 11:31:24,5.1544,120.3241,80.55,77,100,0.96
433,Eenhana,NA,2022-03-10 11:31:24,-17.4667,16.3333,91.67,27,9,8.14
434,Viesca,MX,2022-03-10 11:31:25,25.35,-102.8,54.28,20,65,5.55
435,Iqaluit,CA,2022-03-10 11:31:25,63.7506,-68.5145,-11.47,77,100,0.0
436,Majalaya,ID,2022-03-10 11:31:26,-7.3378,106.6069,78.39,84,93,3.33
437,Saint-Joseph,RE,2022-03-10 11:31:27,-21.3667,55.6167,86.38,80,35,10.42
438,Beringovskiy,RU,2022-03-10 11:31:27,63.05,179.3167,6.62,85,20,15.01
439,Mason City,US,2022-03-10 11:31:28,43.1536,-93.201,13.98,77,75,0.0
440,Havelock,US,2022-03-10 11:31:28,34.8791,-76.9013,49.98,89,100,5.99
441,Fayetteville,US,2022-03-10 11:31:28,35.0527,-78.8784,47.88,90,100,8.05
442,Parfenyevo,RU,2022-03-10 11:31:29,58.484,43.4088,22.62,81,95,1.48
443,Batagay,RU,2022-03-10 11:31:29,67.6333,134.6333,-7.46,95,100,1.88
444,Ibra,OM,2022-03-10 11:31:30,22.6906,58.5334,95.36,13,0,10.92
445,Bubaque,GW,2022-03-10 11:31:30,11.2833,-15.8333,76.98,50,42,7.92
446,Tiznit,MA,2022-03-10 11:31:31,29.5833,-9.5,68.43,30,0,7.14
447,Sergeyevka,KZ,2022-03-10 11:31:31,53.88,67.4158,10.62,91,100,11.59
448,Soe,ID,2022-03-10 11:31:31,-9.8607,124.284,67.66,91,77,3.96
449,Ilebo,CD,2022-03-10 11:31:32,-4.3167,20.5833,94.78,42,90,3.42
450,Atkinson,US,2022-03-10 11:31:32,42.8384,-71.147,29.28,90,0,4.61
451,Olafsvik,IS,2022-03-10 11:32:33,64.8945,-23.7142,33.6,97,98,30.29
452,Loum,CM,2022-03-10 11:32:33,4.7182,9.7351,90.63,53,90,4.61
453,Gwanda,ZW,2022-03-10 11:32:34,-20.9333,29.0,88.43,24,2,10.11
454,Sibolga,ID,2022-03-10 11:32:34,1.7427,98.7792,77.97,88,98,1.92
455,Kampot,KH,2022-03-10 11:32:34,10.6167,104.1833,82.45,73,80,5.41
456,Berdigestyakh,RU,2022-03-10 11:32:35,62.0989,126.6992,-7.74,100,100,0.58
457,Pontes E Lacerda,BR,2022-03-10 11:32:35,-15.2261,-59.3353,73.94,94,100,1.52
458,Senneterre,CA,2022-03-10 11:32:36,48.3835,-77.2328,11.88,95,100,5.84
459,Corinto,GR,2022-03-10 11:32:36,37.9407,22.9573,47.41,58,98,1.01
460,Ust-Tarka,RU,2022-03-10 11:32:37,55.5672,75.705,6.55,91,100,5.66
461,Uralets,RU,2022-03-10 11:32:37,57.6614,59.6497,11.37,85,100,7.9
462,Leshukonskoye,RU,2022-03-10 11:32:37,64.8989,45.7622,23.14,91,100,8.93
463,Terra Rica,BR,2022-03-10 11:32:38,-22.7094,-52.6169,77.43,80,43,7.11
464,Dharur,IN,2022-03-10 11:32:38,18.8167,76.1167,83.77,21,76,5.01
465,Ostrovnoy,RU,2022-03-10 11:32:39,68.0531,39.5131,22.28,89,100,20.0
466,Kingori,TZ,2022-03-10 11:32:39,-3.2833,36.9833,86.38,37,20,13.8
467,Half Moon Bay,US,2022-03-10 11:32:01,37.4636,-122.4286,51.01,88,0,11.5
468,Ucluelet,CA,2022-03-10 11:32:40,48.9329,-125.5528,37.51,70,38,1.95
469,Palora,EC,2022-03-10 11:32:40,-1.7,-77.9333,68.11,96,100,2.75
470,Noumea,NC,2022-03-10 11:31:50,-22.2763,166.4572,81.0,99,82,2.73
471,Carmen,MX,2022-03-10 11:32:10,18.6333,-91.8333,75.74,89,14,3.49
472,Thurso,GB,2022-03-10 11:32:41,58.5927,-3.5259,46.65,83,100,18.12
473,Mier,MX,2022-03-10 11:32:41,26.4333,-99.15,49.98,86,10,7.43
474,Karaman,TR,2022-03-10 11:32:42,37.0833,33.25,29.64,93,100,11.83
475,Palu,ID,2022-03-10 11:32:42,-0.8917,119.8707,78.13,94,54,0.83
476,Betsiamites,CA,2022-03-10 11:32:42,48.9413,-68.646,28.8,94,86,11.03
477,Rio Gallegos,AR,2022-03-10 11:32:43,-51.6226,-69.2181,42.85,87,0,11.5
478,Ust-Maya,RU,2022-03-10 11:32:43,60.4167,134.5333,-11.78,100,72,1.36
479,Deputatskiy,RU,2022-03-10 11:32:44,69.3,139.9,-8.1,92,100,1.86
480,Lopatino,RU,2022-03-10 11:32:44,52.6195,45.8118,22.59,87,100,19.08
481,Saint-Junien,FR,2022-03-10 11:32:45,45.8833,0.9,54.18,78,97,5.84
482,Hamilton,US,2022-03-10 11:32:45,39.1834,-84.5333,34.05,87,0,6.91
483,Kargasok,RU,2022-03-10 11:32:45,59.0556,80.8572,-8.57,95,75,7.05
484,Phan Thiet,VN,2022-03-10 11:32:46,10.9333,108.1,75.02,82,87,9.1
485,Ostersund,SE,2022-03-10 11:30:49,63.1792,14.6357,38.61,51,0,12.66
486,George,ZA,2022-03-10 11:32:46,-33.963,22.4617,74.75,69,75,8.05
487,Madras,IN,2022-03-10 11:32:34,13.0878,80.2785,89.58,71,20,9.22
488,Nabire,ID,2022-03-10 11:32:47,-3.3667,135.4833,78.75,82,100,0.69
489,Cochrane,CA,2022-03-10 11:30:18,51.1834,-114.4687,20.44,42,100,9.22
490,Lima,PE,2022-03-10 11:31:43,-12.0432,-77.0282,67.14,40,100,5.75
491,Tezu,IN,2022-03-10 11:32:48,27.9167,96.1667,77.85,29,0,4.07
492,Riviere-Au-Renard,CA,2022-03-10 11:32:48,48.9957,-64.3971,16.09,92,87,8.16
493,Komyshuvakha,UA,2022-03-10 11:32:49,47.7176,35.5288,27.12,65,100,16.33
494,Willowmore,ZA,2022-03-10 11:32:49,-33.2926,23.4895,85.33,34,9,7.74
495,Kouango,CF,2022-03-10 11:32:50,4.9934,19.9619,105.76,22,95,4.36
496,Namibe,AO,2022-03-10 11:32:50,-15.1961,12.1522,79.43,61,0,5.75
497,Yushala,RU,2022-03-10 11:32:51,57.0761,64.2601,9.39,79,100,6.62
498,Greystones,IE,2022-03-10 11:33:51,53.1408,-6.0631,48.94,74,84,11.61
499,Sri Aman,MY,2022-03-10 11:33:52,1.2376,111.4621,82.45,78,55,4.61
500,Soyo,AO,2022-03-10 11:33:52,-6.1349,12.3689,84.02,68,98,8.63
501,Ciego De Avila,CU,2022-03-10 11:33:52,21.84,-78.7619,70.52,93,0,4.05
502,Fez,MA,2022-03-10 11:33:53,34.0372,-4.9998,62.85,63,40,3.44
503,Taft,IR,2022-03-10 11:33:54,31.7471,54.2088,80.55,17,75,2.3
504,Svetlyy,RU,2022-03-10 11:33:54,54.675,20.1347,35.96,32,5,10.0
505,Berlevag,NO,2022-03-10 11:33:55,70.8578,29.0864,33.8,64,99,35.68
506,Flinders,AU,2022-03-10 11:33:55,-34.5833,150.8552,66.18,78,53,5.99
507,Bachatskiy,RU,2022-03-10 11:33:56,54.2927,86.1285,11.7,91,99,8.46
508,Kendallville,US,2022-03-10 11:33:56,41.4414,-85.265,27.82,95,100,0.0
509,Geraldton,AU,2022-03-10 11:31:28,-28.7667,114.6,82.81,42,18,13.8
510,Almas,RO,2022-03-10 11:33:57,46.2833,22.2333,39.34,46,60,4.09
511,Hambantota,LK,2022-03-10 11:33:57,6.1241,81.1185,89.94,66,20,9.22
512,Viedma,AR,2022-03-10 11:33:58,-40.8135,-62.9967,63.72,50,53,12.82
513,Krasnoselkup,RU,2022-03-10 11:33:58,65.7,82.4667,-3.28,98,100,3.89
514,Port Augusta,AU,2022-03-10 11:33:58,-32.5,137.7667,67.78,56,54,11.56
515,East Moline,US,2022-03-10 11:33:59,41.5009,-90.4443,19.65,66,40,13.8
516,Aykhal,RU,2022-03-10 11:33:59,66.0,111.5,1.2,98,100,5.3
517,Jatai,BR,2022-03-10 11:34:00,-17.8814,-51.7144,77.65,64,69,2.37
518,Bathsheba,BB,2022-03-10 11:34:01,13.2167,-59.5167,77.61,83,75,23.02
519,Bam,IR,2022-03-10 11:34:01,29.106,58.357,86.5,14,20,4.21
520,Glens Falls,US,2022-03-10 11:30:13,43.3095,-73.644,28.94,95,100,0.0
521,Harlingen,US,2022-03-10 11:31:26,26.1906,-97.6961,60.71,96,100,4.61
522,Neiafu,TO,2022-03-10 11:34:02,-18.65,-173.9833,81.25,75,96,10.92
523,Aasiaat,GL,2022-03-10 11:34:02,68.7098,-52.8699,-11.52,100,100,5.5
524,Westport,US,2022-03-10 11:34:03,41.1415,-73.3579,33.62,89,100,3.44
525,Mukhen,RU,2022-03-10 11:34:03,48.1,136.1,36.73,84,100,6.96
526,Mastic Beach,US,2022-03-10 11:34:04,40.7668,-72.8521,33.78,88,0,0.0
527,Wilmington,US,2022-03-10 11:34:04,34.2257,-77.9447,49.95,87,100,8.05
528,Harboore,DK,2022-03-10 11:34:05,56.6175,8.1807,49.17,61,22,14.23
529,Wanaka,NZ,2022-03-10 11:34:05,-44.7,169.15,55.4,89,89,6.42
530,Broken Hill,AU,2022-03-10 11:32:37,-31.95,141.4333,67.71,26,31,10.36
531,Ati,TD,2022-03-10 11:34:06,13.2154,18.3353,106.14,6,5,18.34
532,Bonavista,CA,2022-03-10 11:34:06,48.6499,-53.1147,23.36,72,71,12.15
533,Iralaya,HN,2022-03-10 11:34:07,15.0,-83.2333,76.28,80,6,8.46
534,Kalaleh,IR,2022-03-10 11:34:07,37.3807,55.4916,67.6,64,75,4.61
535,Deogarh,IN,2022-03-10 11:34:08,21.5333,84.7333,89.55,15,0,3.71
536,Koumac,NC,2022-03-10 11:34:08,-20.5667,164.2833,79.23,77,16,9.86
537,Bitung,ID,2022-03-10 11:34:09,1.4451,125.1824,81.45,84,33,4.7
538,Lazaro Cardenas,MX,2022-03-10 11:30:03,17.9583,-102.2,66.88,76,1,4.09
539,Jagdalpur,IN,2022-03-10 11:34:09,19.0667,82.0333,90.07,14,16,4.29
540,Qui Nhon,VN,2022-03-10 11:34:10,13.7667,109.2333,71.98,83,41,10.2
541,Auki,SB,2022-03-10 11:34:10,-8.7676,160.7034,77.92,87,89,2.71
542,Luderitz,NA,2022-03-10 11:34:11,-26.6481,15.1594,78.84,58,0,17.29
543,Beeville,US,2022-03-10 11:34:11,28.4008,-97.7483,47.75,93,0,4.61
544,Bukoba,TZ,2022-03-10 11:34:12,-1.3317,31.8122,80.58,69,20,11.5
545,Contai,IN,2022-03-10 11:34:13,21.7786,87.7536,78.57,48,8,7.96
546,Lagoa,PT,2022-03-10 11:35:13,39.05,-27.9833,55.6,65,100,31.79
547,Vila Velha,BR,2022-03-10 11:32:44,-20.3297,-40.2925,75.15,83,40,3.44
548,Kisangani,CD,2022-03-10 11:35:14,0.5167,25.2,99.39,30,86,2.66
549,Dunedin,NZ,2022-03-10 11:35:14,-45.8742,170.5036,62.8,91,100,5.01
550,Matagami,CA,2022-03-10 11:35:15,49.7502,-77.6328,5.11,78,100,6.91
551,Dongning,CN,2022-03-10 11:35:15,44.0622,131.1207,36.48,83,72,5.53
552,Gidam,IN,2022-03-10 11:35:15,18.9833,81.4,92.37,16,6,2.17
553,Harper,LR,2022-03-10 11:35:16,4.375,-7.7169,87.13,69,50,7.83
554,Iwata,JP,2022-03-10 11:35:16,34.7,137.85,53.02,60,21,1.01
555,Vestmanna,FO,2022-03-10 11:35:17,62.1564,-7.1664,41.92,75,75,25.32
556,Rorvik,NO,2022-03-10 11:35:17,64.8621,11.2373,41.11,100,75,19.57
557,Suluq,LY,2022-03-10 11:35:18,31.6682,20.2521,55.51,51,82,25.72
558,Azangaro,PE,2022-03-10 11:35:18,-14.9167,-70.2167,45.93,76,100,1.72
559,Mount Gambier,AU,2022-03-10 11:35:19,-37.8333,140.7667,53.51,82,1,9.22
560,Riyadh,SA,2022-03-10 11:35:19,24.6877,46.7219,98.74,7,6,14.27
561,Haikou,CN,2022-03-10 11:35:20,20.0458,110.3417,71.73,83,0,13.42
562,Tondano,ID,2022-03-10 11:35:21,1.3038,124.9112,73.49,96,55,1.81
563,Itoman,JP,2022-03-10 11:35:21,26.1247,127.6694,66.97,63,0,8.05
564,Jumla,NP,2022-03-10 11:35:21,29.2747,82.1838,48.9,67,99,5.32
565,Bucerias,MX,2022-03-10 11:35:22,20.75,-105.3333,62.98,90,30,3.44
566,Cancun,MX,2022-03-10 11:30:24,21.1743,-86.8466,78.73,78,40,14.97
567,Dongsheng,CN,2022-03-10 11:35:23,39.8161,109.9776,49.95,40,5,5.73
568,Kastamonu,TR,2022-03-10 11:35:23,41.5,33.6667,28.42,69,100,12.64
569,Mahajanga,MG,2022-03-10 11:35:24,-15.7167,46.3167,84.22,79,40,9.22
570,Okhotsk,RU,2022-03-10 11:35:24,59.3833,143.3,19.29,96,100,1.77
